parent_artifact_id,child_artifact_id,run_id
s00_preflight_01_environment,s01_inventory_01_source_inventory,run_20260913T013442Z
s00_preflight_02_treatment_readiness_evidence,s01_inventory_01_source_inventory,run_20260913T013442Z
s00_preflight_01_environment,s01_inventory_02_declared_inputs,run_20260913T013442Z
s00_preflight_02_treatment_readiness_evidence,s01_inventory_02_declared_inputs,run_20260913T013442Z
s01_inventory_01_source_inventory,s02_semantics_01_semantic_registry,run_20260913T013442Z
s01_inventory_02_declared_inputs,s02_semantics_01_semantic_registry,run_20260913T013442Z
s01_inventory_01_source_inventory,s02_semantics_02_missing_document_request,run_20260913T013442Z
s01_inventory_02_declared_inputs,s02_semantics_02_missing_document_request,run_20260913T013442Z
s02_semantics_01_semantic_registry,s03_geography_01_dim_province_legacy63,run_20260913T013442Z
s02_semantics_02_missing_document_request,s03_geography_01_dim_province_legacy63,run_20260913T013442Z
s02_semantics_01_semantic_registry,s03_geography_02_geography_gate,run_20260913T013442Z
s02_semantics_02_missing_document_request,s03_geography_02_geography_gate,run_20260913T013442Z
s03_geography_01_dim_province_legacy63,s04_nso_01_fact_nso_measure_candidates,run_20260913T013442Z
s03_geography_02_geography_gate,s04_nso_01_fact_nso_measure_candidates,run_20260913T013442Z
s03_geography_01_dim_province_legacy63,s04_nso_02_nso_name_crosswalk_review,run_20260913T013442Z
s03_geography_02_geography_gate,s04_nso_02_nso_name_crosswalk_review,run_20260913T013442Z
s03_geography_01_dim_province_legacy63,s04_nso_03_nso_row_exclusions,run_20260913T013442Z
s03_geography_02_geography_gate,s04_nso_03_nso_row_exclusions,run_20260913T013442Z
s03_geography_01_dim_province_legacy63,s04_nso_04_nso_structural_audit,run_20260913T013442Z
s03_geography_02_geography_gate,s04_nso_04_nso_structural_audit,run_20260913T013442Z
