province_id_legacy63,year,active_firms_per_1000
VN_LEGACY63_01,2021,21.42558551637694
VN_LEGACY63_01,2022,22.16864801914541
VN_LEGACY63_01,2023,22.38211098742401
VN_LEGACY63_01,2024,22.57907426743093
VN_LEGACY63_02,2021,1.406853450511
VN_LEGACY63_02,2022,1.42597423836957
VN_LEGACY63_02,2023,1.6
VN_LEGACY63_02,2024,1.6
VN_LEGACY63_04,2021,2.1799390281013
VN_LEGACY63_04,2022,2.25024491208945
VN_LEGACY63_04,2023,2.3
VN_LEGACY63_04,2024,2.2
VN_LEGACY63_06,2021,2.02340452992547
VN_LEGACY63_06,2022,2.18280700348078
VN_LEGACY63_06,2023,2.3
VN_LEGACY63_06,2024,2.3
VN_LEGACY63_08,2021,1.98336468463254
VN_LEGACY63_08,2022,2.1780084439712
VN_LEGACY63_08,2023,2.3
VN_LEGACY63_08,2024,2.3
VN_LEGACY63_10,2021,4.00582761291
VN_LEGACY63_10,2022,4.19159889383316
VN_LEGACY63_10,2023,4.6
VN_LEGACY63_10,2024,4.7
VN_LEGACY63_11,2021,1.72135487906522
VN_LEGACY63_11,2022,1.74925826086819
VN_LEGACY63_11,2023,1.77968436137187
VN_LEGACY63_11,2024,1.76182210640954
VN_LEGACY63_12,2021,2.27828522458876
VN_LEGACY63_12,2022,2.51402210348146
VN_LEGACY63_12,2023,2.55680773051124
VN_LEGACY63_12,2024,2.60356872053817
VN_LEGACY63_14,2021,1.61836732655665
VN_LEGACY63_14,2022,1.63984232285357
VN_LEGACY63_14,2023,1.66674407750017
VN_LEGACY63_14,2024,1.71053224909438
VN_LEGACY63_15,2021,2.23930810482383
VN_LEGACY63_15,2022,2.38419819532721
VN_LEGACY63_15,2023,2.55981971388463
VN_LEGACY63_15,2024,2.65970491747153
VN_LEGACY63_17,2021,3.05027866981439
VN_LEGACY63_17,2022,3.30371187794087
VN_LEGACY63_17,2023,3.37545458468961
VN_LEGACY63_17,2024,3.48909225468473
VN_LEGACY63_19,2021,3.90507501039187
VN_LEGACY63_19,2022,4.06965037833452
VN_LEGACY63_19,2023,4.25372775105621
VN_LEGACY63_19,2024,4.45576262775167
VN_LEGACY63_20,2021,2.78565862631895
VN_LEGACY63_20,2022,2.92610554925258
VN_LEGACY63_20,2023,3.39148907179973
VN_LEGACY63_20,2024,3.43983724655771
VN_LEGACY63_22,2021,7.00891719802103
VN_LEGACY63_22,2022,7.26992037426736
VN_LEGACY63_22,2023,7.44877339235589
VN_LEGACY63_22,2024,7.70627263768659
VN_LEGACY63_24,2021,3.79525096357123
VN_LEGACY63_24,2022,4.17837830691328
VN_LEGACY63_24,2023,4.52999365488834
VN_LEGACY63_24,2024,4.82167626432704
VN_LEGACY63_25,2021,3.70604010999449
VN_LEGACY63_25,2022,4.02328137061851
VN_LEGACY63_25,2023,4.27802386521971
VN_LEGACY63_25,2024,4.43752392512626
VN_LEGACY63_26,2021,6.98282159144254
VN_LEGACY63_26,2022,7.5984288787057
VN_LEGACY63_26,2023,8.07118692759955
VN_LEGACY63_26,2024,8.35720523304687
VN_LEGACY63_27,2021,9.53145880398785
VN_LEGACY63_27,2022,10.00772719637158
VN_LEGACY63_27,2023,10.88543145993815
VN_LEGACY63_27,2024,11.71607807904884
VN_LEGACY63_30,2021,5.22827896890449
VN_LEGACY63_30,2022,5.44734490091534
VN_LEGACY63_30,2023,5.73563739978987
VN_LEGACY63_30,2024,6.04125799826298
VN_LEGACY63_31,2021,9.55709077153028
VN_LEGACY63_31,2022,9.9280563135829
VN_LEGACY63_31,2023,9.99370079039404
VN_LEGACY63_31,2024,10.49742535846733
VN_LEGACY63_33,2021,6.48008034448491
VN_LEGACY63_33,2022,6.94734950249912
VN_LEGACY63_33,2023,7.4972290843911
VN_LEGACY63_33,2024,8.23103652337526
VN_LEGACY63_34,2021,2.92493233992719
VN_LEGACY63_34,2022,3.15830715162536
VN_LEGACY63_34,2023,3.43987653632324
VN_LEGACY63_34,2024,3.67281451490894
VN_LEGACY63_35,2021,5.48436071404222
VN_LEGACY63_35,2022,5.86297850241216
VN_LEGACY63_35,2023,6.12136166715957
VN_LEGACY63_35,2024,6.50626527177468
VN_LEGACY63_36,2021,3.51528208300749
VN_LEGACY63_36,2022,3.64865887277327
VN_LEGACY63_36,2023,3.77192717499188
VN_LEGACY63_36,2024,3.94308110425276
VN_LEGACY63_37,2021,4.70935231963188
VN_LEGACY63_37,2022,5.10709363631597
VN_LEGACY63_37,2023,5.48617003391004
VN_LEGACY63_37,2024,5.67676138288198
VN_LEGACY63_38,2021,3.79073669663451
VN_LEGACY63_38,2022,4.16274970386015
VN_LEGACY63_38,2023,4.4
VN_LEGACY63_38,2024,4.5
VN_LEGACY63_40,2021,3.64066992549736
VN_LEGACY63_40,2022,3.8496263486057
VN_LEGACY63_40,2023,4.0
VN_LEGACY63_40,2024,4.1
VN_LEGACY63_42,2021,3.95645270265908
VN_LEGACY63_42,2022,4.217865347154
VN_LEGACY63_42,2023,4.4
VN_LEGACY63_42,2024,4.5
VN_LEGACY63_44,2021,5.19845605635504
VN_LEGACY63_44,2022,5.50301905539348
VN_LEGACY63_44,2023,5.6
VN_LEGACY63_44,2024,5.6
VN_LEGACY63_45,2021,4.72220923696525
VN_LEGACY63_45,2022,5.03764768172779
VN_LEGACY63_45,2023,5.1
VN_LEGACY63_45,2024,5.1
VN_LEGACY63_46,2021,4.12811634649136
VN_LEGACY63_46,2022,4.42673138980059
VN_LEGACY63_46,2023,4.5
VN_LEGACY63_46,2024,4.6
VN_LEGACY63_48,2021,20.66352819936294
VN_LEGACY63_48,2022,20.83205279190813
VN_LEGACY63_48,2023,20.7
VN_LEGACY63_48,2024,19.9
VN_LEGACY63_49,2021,5.20587490152221
VN_LEGACY63_49,2022,5.43444995034162
VN_LEGACY63_49,2023,5.5
VN_LEGACY63_49,2024,5.5
VN_LEGACY63_51,2021,4.35243312463161
VN_LEGACY63_51,2022,4.44988917423769
VN_LEGACY63_51,2023,4.6
VN_LEGACY63_51,2024,4.5
VN_LEGACY63_52,2021,4.67937217649812
VN_LEGACY63_52,2022,5.14862542669773
VN_LEGACY63_52,2023,5.4
VN_LEGACY63_52,2024,5.5
VN_LEGACY63_54,2021,3.5269863569132
VN_LEGACY63_54,2022,3.76902622461982
VN_LEGACY63_54,2023,3.9
VN_LEGACY63_54,2024,3.9
VN_LEGACY63_56,2021,8.92904358918067
VN_LEGACY63_56,2022,8.93004532009962
VN_LEGACY63_56,2023,9.1
VN_LEGACY63_56,2024,9.0
VN_LEGACY63_58,2021,4.71941354810857
VN_LEGACY63_58,2022,4.97926281521273
VN_LEGACY63_58,2023,5.2
VN_LEGACY63_58,2024,5.2
VN_LEGACY63_60,2021,4.38575953382715
VN_LEGACY63_60,2022,4.64036752349735
VN_LEGACY63_60,2023,4.7
VN_LEGACY63_60,2024,4.7
VN_LEGACY63_62,2021,3.46707075916818
VN_LEGACY63_62,2022,3.53673130843539
VN_LEGACY63_62,2023,3.6
VN_LEGACY63_62,2024,3.6
VN_LEGACY63_64,2021,3.08143925581134
VN_LEGACY63_64,2022,3.2923083305206
VN_LEGACY63_64,2023,3.4
VN_LEGACY63_64,2024,3.4
VN_LEGACY63_66,2021,3.7124158872089
VN_LEGACY63_66,2022,3.84322678843227
VN_LEGACY63_66,2023,4.0
VN_LEGACY63_66,2024,4.2
VN_LEGACY63_67,2021,3.5534942835216
VN_LEGACY63_67,2022,3.8266637636118
VN_LEGACY63_67,2023,3.9
VN_LEGACY63_67,2024,4.0
VN_LEGACY63_68,2021,5.58313077462535
VN_LEGACY63_68,2022,5.76796654789529
VN_LEGACY63_68,2023,6.1
VN_LEGACY63_68,2024,6.0
VN_LEGACY63_70,2021,6.06862347881693
VN_LEGACY63_70,2022,6.39336134234493
VN_LEGACY63_70,2023,6.7
VN_LEGACY63_70,2024,6.7
VN_LEGACY63_72,2021,3.85817158202803
VN_LEGACY63_72,2022,4.14718554996055
VN_LEGACY63_72,2023,4.3
VN_LEGACY63_72,2024,4.4
VN_LEGACY63_74,2021,14.50562907595354
VN_LEGACY63_74,2022,14.74273322514661
VN_LEGACY63_74,2023,15.3
VN_LEGACY63_74,2024,15.8
VN_LEGACY63_75,2021,7.90602261901869
VN_LEGACY63_75,2022,7.93874082178115
VN_LEGACY63_75,2023,8.0
VN_LEGACY63_75,2024,8.2
VN_LEGACY63_77,2021,9.68727440928713
VN_LEGACY63_77,2022,10.12475661642749
VN_LEGACY63_77,2023,10.4
VN_LEGACY63_77,2024,10.5
VN_LEGACY63_79,2021,29.28653576450852
VN_LEGACY63_79,2022,29.18799363175695
VN_LEGACY63_79,2023,28.9
VN_LEGACY63_79,2024,28.3
VN_LEGACY63_80,2021,6.42502474084527
VN_LEGACY63_80,2022,6.62703782998964
VN_LEGACY63_80,2023,7.0
VN_LEGACY63_80,2024,7.7
VN_LEGACY63_82,2021,2.84362959532791
VN_LEGACY63_82,2022,3.09762966913058
VN_LEGACY63_82,2023,3.3
VN_LEGACY63_82,2024,3.4
VN_LEGACY63_83,2021,2.68039409058263
VN_LEGACY63_83,2022,2.75191331935292
VN_LEGACY63_83,2023,3.0
VN_LEGACY63_83,2024,3.0
VN_LEGACY63_84,2021,2.39143579701023
VN_LEGACY63_84,2022,2.57736510284933
VN_LEGACY63_84,2023,2.7
VN_LEGACY63_84,2024,2.7
VN_LEGACY63_86,2021,2.71327434488321
VN_LEGACY63_86,2022,2.79640209871095
VN_LEGACY63_86,2023,3.0
VN_LEGACY63_86,2024,3.0
VN_LEGACY63_87,2021,2.32123029577108
VN_LEGACY63_87,2022,2.49036039920758
VN_LEGACY63_87,2023,2.6
VN_LEGACY63_87,2024,2.7
VN_LEGACY63_89,2021,2.54306611238718
VN_LEGACY63_89,2022,2.65439912338705
VN_LEGACY63_89,2023,2.7
VN_LEGACY63_89,2024,2.8
VN_LEGACY63_91,2021,4.60589127220412
VN_LEGACY63_91,2022,4.93047555655519
VN_LEGACY63_91,2023,5.0
VN_LEGACY63_91,2024,4.9
VN_LEGACY63_92,2021,7.71616145818344
VN_LEGACY63_92,2022,8.03291098001514
VN_LEGACY63_92,2023,8.3
VN_LEGACY63_92,2024,8.5
VN_LEGACY63_93,2021,3.2183003836055
VN_LEGACY63_93,2022,3.47102747622579
VN_LEGACY63_93,2023,3.7
VN_LEGACY63_93,2024,4.0
VN_LEGACY63_94,2021,2.33092158675357
VN_LEGACY63_94,2022,2.41688463153571
VN_LEGACY63_94,2023,2.4
VN_LEGACY63_94,2024,2.5
VN_LEGACY63_95,2021,2.38865118507147
VN_LEGACY63_95,2022,2.36708472145531
VN_LEGACY63_95,2023,2.5
VN_LEGACY63_95,2024,2.5
VN_LEGACY63_96,2021,3.02708942305741
VN_LEGACY63_96,2022,3.1814459265982
VN_LEGACY63_96,2023,3.2
VN_LEGACY63_96,2024,3.1
