artifact_id,path,stage,run_id,file_size,sha256,row_count,column_count,schema_fingerprint,config_hash,code_hash,parent_artifact_ids,creation_time,validation_status
s04_nso_01_fact_nso_measure_candidates,D:\Q1_RESEARCH\CONNECTIVITY_ENTERPRISE_STUDY\data\quarantine\fact_nso_measure_candidates.parquet,s04_nso,run_20260913T013734Z,27058,e3b3519817569bd260df1f90b2813a590f664261c8b5eb11d4ae356b11c640b7,1575,13,01dcae02678e15d36ff433906af7aa74fb9f0d5c031ff6e887e3636233b6a950,533db80c1a96e4834d1c6b91881d195641668b189cdb18c999a47b65f6cc087f,db87c31141af9bc9c6f036ff9b9f7d0915cccd326a440a7d8dce1f10b1518064,s03_geography_01_dim_province_legacy63 | s03_geography_02_geography_gate,2026-09-13T01:37:46.701932+00:00,PASS
s04_nso_02_nso_name_crosswalk_review,D:\Q1_RESEARCH\CONNECTIVITY_ENTERPRISE_STUDY\artifacts\qc\nso_name_crosswalk_review.csv,s04_nso,run_20260913T013734Z,27256,2a832c3a0d6e3d8c7f6966c0138185cc0aa9753871349f4be83946bb3cdbd16f,189,9,7944f04c3e5a8c2b8a1e01c414a78a3c1b8b6bed652761ccd23ee4157670b52f,533db80c1a96e4834d1c6b91881d195641668b189cdb18c999a47b65f6cc087f,db87c31141af9bc9c6f036ff9b9f7d0915cccd326a440a7d8dce1f10b1518064,s03_geography_01_dim_province_legacy63 | s03_geography_02_geography_gate,2026-09-13T01:37:46.716179+00:00,PASS
s04_nso_03_nso_row_exclusions,D:\Q1_RESEARCH\CONNECTIVITY_ENTERPRISE_STUDY\artifacts\qc\nso_row_exclusions.csv,s04_nso,run_20260913T013734Z,3104,2d78316bbf2bfb1bc789edf2cd1aa34f60ba245b3124cfea958fc5f428123cb1,21,7,d1db9f84abaa91fdd570003901a5e93b9ed756835b2b8bcc95fed394427073af,533db80c1a96e4834d1c6b91881d195641668b189cdb18c999a47b65f6cc087f,db87c31141af9bc9c6f036ff9b9f7d0915cccd326a440a7d8dce1f10b1518064,s03_geography_01_dim_province_legacy63 | s03_geography_02_geography_gate,2026-09-13T01:37:46.719580+00:00,PASS
s04_nso_04_nso_structural_audit,D:\Q1_RESEARCH\CONNECTIVITY_ENTERPRISE_STUDY\artifacts\qc\nso_structural_audit.json,s04_nso,run_20260913T013734Z,521,58290f62d8ecc3d4c9422b69c213a3ef57d3948c4d72a05d05384f96751a033e,,,,533db80c1a96e4834d1c6b91881d195641668b189cdb18c999a47b65f6cc087f,db87c31141af9bc9c6f036ff9b9f7d0915cccd326a440a7d8dce1f10b1518064,s03_geography_01_dim_province_legacy63 | s03_geography_02_geography_gate,2026-09-13T01:37:46.721398+00:00,PASS
s04_nso_05_nso_official_reconciliation,D:\Q1_RESEARCH\CONNECTIVITY_ENTERPRISE_STUDY\artifacts\qc\nso_official_reconciliation.csv,s04_nso,run_20260913T013734Z,214481,cece728e5609da4970252e9f506f157593869f49aeac6574b4f810c3117ee379,1750,15,78d9c9f902893b7f19d210c9ce83025e319c7cf3a9f64eb60230eda2177af152,533db80c1a96e4834d1c6b91881d195641668b189cdb18c999a47b65f6cc087f,db87c31141af9bc9c6f036ff9b9f7d0915cccd326a440a7d8dce1f10b1518064,s03_geography_01_dim_province_legacy63 | s03_geography_02_geography_gate,2026-09-13T01:37:46.729388+00:00,PASS
s04_nso_06_province_identifier_audit,D:\Q1_RESEARCH\CONNECTIVITY_ENTERPRISE_STUDY\artifacts\qc\province_identifier_audit.csv,s04_nso,run_20260913T013734Z,8460,8d572a941594474f8c0db9874b724e8d2ecc6c6af28a268ec97c511ac0093714,63,8,0a952e7d2a782d264fe4064678c298ea8f5d9148291f265e05a29b4a8a7bfed4,533db80c1a96e4834d1c6b91881d195641668b189cdb18c999a47b65f6cc087f,db87c31141af9bc9c6f036ff9b9f7d0915cccd326a440a7d8dce1f10b1518064,s03_geography_01_dim_province_legacy63 | s03_geography_02_geography_gate,2026-09-13T01:37:46.732026+00:00,PASS
s04_nso_07_nso_official_snapshot_manifest,D:\Q1_RESEARCH\CONNECTIVITY_ENTERPRISE_STUDY\artifacts\manifests\nso_official_snapshot_manifest.csv,s04_nso,run_20260913T013734Z,6961,c86626331dc947142200b39c010e173c101fb2889108d6b9372a9736f2b7ee26,12,14,6e1f4c907e0112dc58684abbb9398ed91db12efda301d7fd73bb579ee2efba4e,533db80c1a96e4834d1c6b91881d195641668b189cdb18c999a47b65f6cc087f,db87c31141af9bc9c6f036ff9b9f7d0915cccd326a440a7d8dce1f10b1518064,s03_geography_01_dim_province_legacy63 | s03_geography_02_geography_gate,2026-09-13T01:37:46.734660+00:00,PASS
s04_nso_08_semantic_evidence_lineage,D:\Q1_RESEARCH\CONNECTIVITY_ENTERPRISE_STUDY\artifacts\lineage\semantic_evidence_lineage.csv,s04_nso,run_20260913T013734Z,1598,eeb86cd0deafde76c4562f5ed5efc74757973033dd8f04395ffac48424dbde70,6,3,a73ef89d4082c34c831df3f192f919637ac0bafbe91f1909abd2f01bfda0030b,533db80c1a96e4834d1c6b91881d195641668b189cdb18c999a47b65f6cc087f,db87c31141af9bc9c6f036ff9b9f7d0915cccd326a440a7d8dce1f10b1518064,s03_geography_01_dim_province_legacy63 | s03_geography_02_geography_gate,2026-09-13T01:37:46.747658+00:00,PASS
s05_vnnic_01_fact_vnnic_province_month,D:\Q1_RESEARCH\CONNECTIVITY_ENTERPRISE_STUDY\data\interim\fact_vnnic_province_month.parquet,s05_vnnic,run_20260913T013734Z,143621,d2045caf5e0bf380043ff196537666d81ac06fe542a5acf5d32358d0b64bb213,7360,12,b191d3f0bcdecbdadd76a6877b4bcc557b86023db256a59aa8eda6545ef2a5ed,533db80c1a96e4834d1c6b91881d195641668b189cdb18c999a47b65f6cc087f,51acfdceab19472f5b43a4982422a0a855b26f51380188c846e03a0ba11387dd,s04_nso_01_fact_nso_measure_candidates | s04_nso_02_nso_name_crosswalk_review | s04_nso_03_nso_row_exclusions | s04_nso_04_nso_structural_audit | s04_nso_05_nso_official_reconciliation | s04_nso_06_province_identifier_audit | s04_nso_07_nso_official_snapshot_manifest | s04_nso_08_semantic_evidence_lineage,2026-09-13T01:37:46.874073+00:00,PASS
s05_vnnic_02_vnnic_expected_grid_missing,D:\Q1_RESEARCH\CONNECTIVITY_ENTERPRISE_STUDY\artifacts\qc\vnnic_expected_grid_missing.csv,s05_vnnic,run_20260913T013734Z,36311,f7eee0b11d4141bf5f4ad61410fd23602eef434dd1d10831577bbb42d96de508,1082,3,3a59663deaa67383876f65a43904bdf83c4a87576b3e4112400e456c4e28c56e,533db80c1a96e4834d1c6b91881d195641668b189cdb18c999a47b65f6cc087f,51acfdceab19472f5b43a4982422a0a855b26f51380188c846e03a0ba11387dd,s04_nso_01_fact_nso_measure_candidates | s04_nso_02_nso_name_crosswalk_review | s04_nso_03_nso_row_exclusions | s04_nso_04_nso_structural_audit | s04_nso_05_nso_official_reconciliation | s04_nso_06_province_identifier_audit | s04_nso_07_nso_official_snapshot_manifest | s04_nso_08_semantic_evidence_lineage,2026-09-13T01:37:46.889403+00:00,PASS
s05_vnnic_03_vnnic_structural_audit,D:\Q1_RESEARCH\CONNECTIVITY_ENTERPRISE_STUDY\artifacts\qc\vnnic_structural_audit.json,s05_vnnic,run_20260913T013734Z,503,5818c002425e9fa30f7fec4b2b4f38db4b59b22ba6d23f20094726a733794034,,,,533db80c1a96e4834d1c6b91881d195641668b189cdb18c999a47b65f6cc087f,51acfdceab19472f5b43a4982422a0a855b26f51380188c846e03a0ba11387dd,s04_nso_01_fact_nso_measure_candidates | s04_nso_02_nso_name_crosswalk_review | s04_nso_03_nso_row_exclusions | s04_nso_04_nso_structural_audit | s04_nso_05_nso_official_reconciliation | s04_nso_06_province_identifier_audit | s04_nso_07_nso_official_snapshot_manifest | s04_nso_08_semantic_evidence_lineage,2026-09-13T01:37:46.891563+00:00,PASS
