province_id_legacy63,shapeISO,year,ookla_tile_median_download_mbps,ookla_tile_mean_download_mbps,ookla_tests_weighted_mean_download_mbps,ookla_devices_weighted_mean_download_mbps
VN_LEGACY63_66,VN-33,2023,71.844,82.57096498054474,96.35142953662819,93.50418140744797
VN_LEGACY63_66,VN-33,2024,104.9665,120.59599317664897,134.0265631283734,130.06404350212708
VN_LEGACY63_67,VN-72,2021,45.487,53.63564625850341,55.08290000000001,53.55569162436547
VN_LEGACY63_67,VN-72,2022,45.8705,56.40041418764302,59.09186743119266,58.354193883123976
VN_LEGACY63_67,VN-72,2023,61.170500000000004,77.11537412587413,89.08158493023255,81.4047066027689
VN_LEGACY63_67,VN-72,2024,81.32,94.81667748478702,110.98890895008606,100.30425519574675
VN_LEGACY63_68,VN-35,2021,54.44,59.46597826086956,64.66820211135705,61.276955609362396
VN_LEGACY63_68,VN-35,2022,61.2195,73.97667079646017,77.8622510518421,77.16234383588535
VN_LEGACY63_68,VN-35,2023,85.3,101.0082050832603,111.92675578841931,109.06332706164932
VN_LEGACY63_68,VN-35,2024,119.70400000000001,141.52017116422513,146.33517889119477,142.0839315512708
VN_LEGACY63_70,VN-58,2021,54.23,57.934025885558576,65.56929229644076,62.24109838585703
VN_LEGACY63_70,VN-58,2022,55.352,68.15766363149439,79.4360751389992,74.47980096197892
VN_LEGACY63_70,VN-58,2023,76.795,95.54476823338736,105.667643777183,102.95076872505284
VN_LEGACY63_70,VN-58,2024,105.979,120.35677799135031,125.39546251251967,125.36088231657047
VN_LEGACY63_72,VN-37,2021,59.704,64.90408771929825,69.41754997480263,67.95512674543501
VN_LEGACY63_72,VN-37,2022,66.4905,74.95991656874266,81.39639077598828,80.56445873015872
VN_LEGACY63_72,VN-37,2023,100.731,117.0770718697361,120.35045117680022,119.75429667721518
VN_LEGACY63_72,VN-37,2024,128.137,141.68510374796307,146.71387957482784,142.65047263501268
VN_LEGACY63_74,VN-57,2021,59.396,65.29318022864828,70.58946114511193,68.51340458602647
VN_LEGACY63_74,VN-57,2022,69.235,75.6213426941641,83.04442376868016,82.7562888177309
VN_LEGACY63_74,VN-57,2023,100.5575,107.75465297833935,121.8371402049305,117.78674076329678
VN_LEGACY63_74,VN-57,2024,128.1005,133.82348121645796,152.31583620098834,147.6239333746898
VN_LEGACY63_75,VN-39,2021,56.124,61.53379407681629,69.06692573538695,65.61228862698881
VN_LEGACY63_75,VN-39,2022,67.231,75.65334183142559,80.75830213467323,80.67350421568132
VN_LEGACY63_75,VN-39,2023,91.052,100.80813671356519,114.51650474690943,111.02805788495301
VN_LEGACY63_75,VN-39,2024,122.576,129.72844293756398,151.18473318356868,147.3108950450869
VN_LEGACY63_77,VN-43,2021,55.601,62.11245871559633,64.34564743758213,62.734513879485455
VN_LEGACY63_77,VN-43,2022,70.453,79.3727530625403,83.38844576155273,81.98475757290687
VN_LEGACY63_77,VN-43,2023,101.682,114.30878575776019,120.80747778776978,116.39175199699275
VN_LEGACY63_77,VN-43,2024,125.4185,136.18694827586208,140.85002440891307,138.6981738252086
VN_LEGACY63_79,VN-SG,2021,67.3315,68.09413399826539,73.56706210899404,73.01782514127152
