year,quadkey,tile_x,tile_y,decoded_x,decoded_y,absolute_lon_difference,absolute_lat_difference,assignment_status,shapeISO
2021,1320322132202131,103.40060000000001,23.3498,103.40057373046875,23.349820978829413,2.626953126139142e-05,2.0978829414985967e-05,OUTSIDE_VIETNAM,
2021,1320322132202132,103.3951,23.3448,103.39508056640625,23.34477759760015,1.9433593749340616e-05,2.2402399849852372e-05,OUTSIDE_VIETNAM,
2021,1320322132202210,103.37310000000002,23.3397,103.37310791015625,23.339734024762866,7.91015622780833e-06,3.402476286495926e-05,OUTSIDE_VIETNAM,
2021,1320322132203000,103.40610000000001,23.359900000000003,103.40606689453125,23.359907166336694,3.310546875923137e-05,7.166336690289654e-06,OUTSIDE_VIETNAM,
2021,1320322132203021,103.41159999999999,23.3498,103.41156005859375,23.349820978829413,3.9941406242860467e-05,2.0978829414985967e-05,OUTSIDE_VIETNAM,
2021,1320322132203323,103.43350000000001,23.3246,103.43353271484375,23.324602156920957,3.271484374067768e-05,2.1569209565086567e-06,OUTSIDE_VIETNAM,
2021,1320322132203332,103.439,23.3246,103.43902587890625,23.324602156920957,2.5878906257048584e-05,2.1569209565086567e-06,OUTSIDE_VIETNAM,
2021,1320322132221111,103.44450000000002,23.3196,103.44451904296875,23.31955781796969,1.9042968730786924e-05,4.218203030958989e-05,OUTSIDE_VIETNAM,
2021,1320322132230022,103.45,23.3044,103.45001220703125,23.304423652549666,1.2207031247157829e-05,2.365254966463226e-05,OUTSIDE_VIETNAM,
2021,1320322211230000,102.3953,22.9963,102.39532470703125,22.996323306867158,2.4707031244020072e-05,2.330686715623642e-05,OUTSIDE_VIETNAM,
2021,1320322211300000,102.48319999999998,23.0772,102.48321533203125,23.077204992477686,1.5332031267689672e-05,4.992477684595542e-06,OUTSIDE_VIETNAM,
2021,1320322213213033,102.45570000000001,22.6977,102.45574951171875,22.697654078334978,4.951171874267857e-05,4.592166502348505e-05,ASSIGNED_UNIQUE,VN-01
2021,1320322213233010,102.45030000000001,22.6318,102.45025634765625,22.631757630008696,4.365234376280114e-05,4.236999130213803e-05,ASSIGNED_UNIQUE,VN-01
2021,1320322231100313,102.52170000000001,22.5658,102.52166748046875,22.565829569662966,3.251953125982254e-05,2.9569662967077193e-05,ASSIGNED_UNIQUE,VN-01
2021,1320322231100330,102.51619999999998,22.5608,102.51617431640625,22.560756873100104,2.5683593733560883e-05,4.312689989660612e-05,ASSIGNED_UNIQUE,VN-01
2021,1320322231202333,102.3459,22.3526,102.34588623046875,22.35261603551214,1.3769531250318323e-05,1.60355121394673e-05,ASSIGNED_UNIQUE,VN-71
2021,1320322231230120,102.4173,22.337400000000002,102.41729736328125,22.337373964688645,2.636718747339728e-06,2.6035311357475166e-05,ASSIGNED_UNIQUE,VN-71
