parent_artifact_id,child_artifact_id,run_id
s00_preflight_01_environment,s08_descriptive_01_table_01_panel_coverage,run_20260913T064755Z
s00_preflight_02_treatment_readiness_evidence,s08_descriptive_01_table_01_panel_coverage,run_20260913T064755Z
s00_preflight_01_environment,s08_descriptive_02_table_02_connectivity_summary_by_year,run_20260913T064755Z
s00_preflight_02_treatment_readiness_evidence,s08_descriptive_02_table_02_connectivity_summary_by_year,run_20260913T064755Z
s00_preflight_01_environment,s08_descriptive_03_table_03_enterprise_summary_by_year,run_20260913T064755Z
s00_preflight_02_treatment_readiness_evidence,s08_descriptive_03_table_03_enterprise_summary_by_year,run_20260913T064755Z
s00_preflight_01_environment,s08_descriptive_04_table_04_connectivity_dispersion,run_20260913T064755Z
s00_preflight_02_treatment_readiness_evidence,s08_descriptive_04_table_04_connectivity_dispersion,run_20260913T064755Z
s00_preflight_01_environment,s08_descriptive_05_table_05_connectivity_rank_persistence,run_20260913T064755Z
s00_preflight_02_treatment_readiness_evidence,s08_descriptive_05_table_05_connectivity_rank_persistence,run_20260913T064755Z
s00_preflight_01_environment,s08_descriptive_06_table_06_connectivity_quartile_transitions,run_20260913T064755Z
s00_preflight_02_treatment_readiness_evidence,s08_descriptive_06_table_06_connectivity_quartile_transitions,run_20260913T064755Z
s00_preflight_01_environment,s08_descriptive_07_table_07_change_distributions,run_20260913T064755Z
s00_preflight_02_treatment_readiness_evidence,s08_descriptive_07_table_07_change_distributions,run_20260913T064755Z
s00_preflight_01_environment,s08_descriptive_08_descriptive_map_bins,run_20260913T064755Z
s00_preflight_02_treatment_readiness_evidence,s08_descriptive_08_descriptive_map_bins,run_20260913T064755Z
s00_preflight_01_environment,s08_descriptive_09_figure_01_ftth_distribution_by_year_data,run_20260913T064755Z
s00_preflight_02_treatment_readiness_evidence,s08_descriptive_09_figure_01_ftth_distribution_by_year_data,run_20260913T064755Z
s00_preflight_01_environment,s08_descriptive_10_figure_01_ftth_distribution_by_year,run_20260913T064755Z
s00_preflight_02_treatment_readiness_evidence,s08_descriptive_10_figure_01_ftth_distribution_by_year,run_20260913T064755Z
s00_preflight_01_environment,s08_descriptive_11_figure_01_ftth_distribution_by_year,run_20260913T064755Z
s00_preflight_02_treatment_readiness_evidence,s08_descriptive_11_figure_01_ftth_distribution_by_year,run_20260913T064755Z
s00_preflight_01_environment,s08_descriptive_12_figure_06_firm_density_distribution_by_year_data,run_20260913T064755Z
s00_preflight_02_treatment_readiness_evidence,s08_descriptive_12_figure_06_firm_density_distribution_by_year_data,run_20260913T064755Z
s00_preflight_01_environment,s08_descriptive_13_figure_06_firm_density_distribution_by_year,run_20260913T064755Z
s00_preflight_02_treatment_readiness_evidence,s08_descriptive_13_figure_06_firm_density_distribution_by_year,run_20260913T064755Z
s00_preflight_01_environment,s08_descriptive_14_figure_06_firm_density_distribution_by_year,run_20260913T064755Z
s00_preflight_02_treatment_readiness_evidence,s08_descriptive_14_figure_06_firm_density_distribution_by_year,run_20260913T064755Z
s00_preflight_01_environment,s08_descriptive_15_figure_02_ftth_average_province_trend_data,run_20260913T064755Z
s00_preflight_02_treatment_readiness_evidence,s08_descriptive_15_figure_02_ftth_average_province_trend_data,run_20260913T064755Z
s00_preflight_01_environment,s08_descriptive_16_figure_02_ftth_average_province_trend,run_20260913T064755Z
s00_preflight_02_treatment_readiness_evidence,s08_descriptive_16_figure_02_ftth_average_province_trend,run_20260913T064755Z
s00_preflight_01_environment,s08_descriptive_17_figure_02_ftth_average_province_trend,run_20260913T064755Z
s00_preflight_02_treatment_readiness_evidence,s08_descriptive_17_figure_02_ftth_average_province_trend,run_20260913T064755Z
s00_preflight_01_environment,s08_descriptive_18_figure_07_firm_density_average_province_trend_data,run_20260913T064755Z
s00_preflight_02_treatment_readiness_evidence,s08_descriptive_18_figure_07_firm_density_average_province_trend_data,run_20260913T064755Z
s00_preflight_01_environment,s08_descriptive_19_figure_07_firm_density_average_province_trend,run_20260913T064755Z
s00_preflight_02_treatment_readiness_evidence,s08_descriptive_19_figure_07_firm_density_average_province_trend,run_20260913T064755Z
s00_preflight_01_environment,s08_descriptive_20_figure_07_firm_density_average_province_trend,run_20260913T064755Z
s00_preflight_02_treatment_readiness_evidence,s08_descriptive_20_figure_07_firm_density_average_province_trend,run_20260913T064755Z
s00_preflight_01_environment,s08_descriptive_21_figure_03_ftth_maps_2021_2024_data,run_20260913T064755Z
s00_preflight_02_treatment_readiness_evidence,s08_descriptive_21_figure_03_ftth_maps_2021_2024_data,run_20260913T064755Z
s00_preflight_01_environment,s08_descriptive_22_figure_03_ftth_maps_2021_2024,run_20260913T064755Z
s00_preflight_02_treatment_readiness_evidence,s08_descriptive_22_figure_03_ftth_maps_2021_2024,run_20260913T064755Z
s00_preflight_01_environment,s08_descriptive_23_figure_03_ftth_maps_2021_2024,run_20260913T064755Z
s00_preflight_02_treatment_readiness_evidence,s08_descriptive_23_figure_03_ftth_maps_2021_2024,run_20260913T064755Z
s00_preflight_01_environment,s08_descriptive_24_figure_08_firm_density_maps_2021_2024_data,run_20260913T064755Z
s00_preflight_02_treatment_readiness_evidence,s08_descriptive_24_figure_08_firm_density_maps_2021_2024_data,run_20260913T064755Z
s00_preflight_01_environment,s08_descriptive_25_figure_08_firm_density_maps_2021_2024,run_20260913T064755Z
s00_preflight_02_treatment_readiness_evidence,s08_descriptive_25_figure_08_firm_density_maps_2021_2024,run_20260913T064755Z
s00_preflight_01_environment,s08_descriptive_26_figure_08_firm_density_maps_2021_2024,run_20260913T064755Z
s00_preflight_02_treatment_readiness_evidence,s08_descriptive_26_figure_08_firm_density_maps_2021_2024,run_20260913T064755Z
s00_preflight_01_environment,s08_descriptive_27_figure_04_ftth_change_map_2021_2024_data,run_20260913T064755Z
s00_preflight_02_treatment_readiness_evidence,s08_descriptive_27_figure_04_ftth_change_map_2021_2024_data,run_20260913T064755Z
s00_preflight_01_environment,s08_descriptive_28_figure_04_ftth_change_map_2021_2024,run_20260913T064755Z
s00_preflight_02_treatment_readiness_evidence,s08_descriptive_28_figure_04_ftth_change_map_2021_2024,run_20260913T064755Z
s00_preflight_01_environment,s08_descriptive_29_figure_04_ftth_change_map_2021_2024,run_20260913T064755Z
s00_preflight_02_treatment_readiness_evidence,s08_descriptive_29_figure_04_ftth_change_map_2021_2024,run_20260913T064755Z
s00_preflight_01_environment,s08_descriptive_30_figure_09_firm_density_change_map_2021_2024_data,run_20260913T064755Z
s00_preflight_02_treatment_readiness_evidence,s08_descriptive_30_figure_09_firm_density_change_map_2021_2024_data,run_20260913T064755Z
s00_preflight_01_environment,s08_descriptive_31_figure_09_firm_density_change_map_2021_2024,run_20260913T064755Z
s00_preflight_02_treatment_readiness_evidence,s08_descriptive_31_figure_09_firm_density_change_map_2021_2024,run_20260913T064755Z
s00_preflight_01_environment,s08_descriptive_32_figure_09_firm_density_change_map_2021_2024,run_20260913T064755Z
s00_preflight_02_treatment_readiness_evidence,s08_descriptive_32_figure_09_firm_density_change_map_2021_2024,run_20260913T064755Z
s00_preflight_01_environment,s08_descriptive_33_figure_05_ftth_rank_mobility_data,run_20260913T064755Z
s00_preflight_02_treatment_readiness_evidence,s08_descriptive_33_figure_05_ftth_rank_mobility_data,run_20260913T064755Z
s00_preflight_01_environment,s08_descriptive_34_figure_05_ftth_rank_mobility,run_20260913T064755Z
s00_preflight_02_treatment_readiness_evidence,s08_descriptive_34_figure_05_ftth_rank_mobility,run_20260913T064755Z
s00_preflight_01_environment,s08_descriptive_35_figure_05_ftth_rank_mobility,run_20260913T064755Z
s00_preflight_02_treatment_readiness_evidence,s08_descriptive_35_figure_05_ftth_rank_mobility,run_20260913T064755Z
s00_preflight_01_environment,s08_descriptive_36_descriptive_outlier_review,run_20260913T064755Z
s00_preflight_02_treatment_readiness_evidence,s08_descriptive_36_descriptive_outlier_review,run_20260913T064755Z
s00_preflight_01_environment,s08_descriptive_37_descriptive_value_audit,run_20260913T064755Z
s00_preflight_02_treatment_readiness_evidence,s08_descriptive_37_descriptive_value_audit,run_20260913T064755Z
s00_preflight_01_environment,s08_descriptive_38_descriptive_spot_checks,run_20260913T064755Z
s00_preflight_02_treatment_readiness_evidence,s08_descriptive_38_descriptive_spot_checks,run_20260913T064755Z
s00_preflight_01_environment,s08_descriptive_39_descriptive_classification,run_20260913T064755Z
s00_preflight_02_treatment_readiness_evidence,s08_descriptive_39_descriptive_classification,run_20260913T064755Z
s00_preflight_01_environment,s08_descriptive_40_claim_audit,run_20260913T064755Z
s00_preflight_02_treatment_readiness_evidence,s08_descriptive_40_claim_audit,run_20260913T064755Z
s00_preflight_01_environment,s08_descriptive_41_descriptive_analysis_report,run_20260913T064755Z
s00_preflight_02_treatment_readiness_evidence,s08_descriptive_41_descriptive_analysis_report,run_20260913T064755Z
s00_preflight_01_environment,s08_descriptive_42_descriptive_limitations,run_20260913T064755Z
s00_preflight_02_treatment_readiness_evidence,s08_descriptive_42_descriptive_limitations,run_20260913T064755Z
s00_preflight_01_environment,s08_descriptive_43_descriptive_analysis_next_action,run_20260913T064755Z
s00_preflight_02_treatment_readiness_evidence,s08_descriptive_43_descriptive_analysis_next_action,run_20260913T064755Z
s00_preflight_01_environment,s08_descriptive_44_descriptive_lineage_edges,run_20260913T064755Z
s00_preflight_02_treatment_readiness_evidence,s08_descriptive_44_descriptive_lineage_edges,run_20260913T064755Z
s00_preflight_01_environment,s08_descriptive_45_conceptual_framework,run_20260913T064755Z
s00_preflight_02_treatment_readiness_evidence,s08_descriptive_45_conceptual_framework,run_20260913T064755Z
s00_preflight_01_environment,s08_descriptive_46_counter_hypotheses,run_20260913T064755Z
s00_preflight_02_treatment_readiness_evidence,s08_descriptive_46_counter_hypotheses,run_20260913T064755Z
s00_preflight_01_environment,s08_descriptive_47_conceptual_framework,run_20260913T064755Z
s00_preflight_02_treatment_readiness_evidence,s08_descriptive_47_conceptual_framework,run_20260913T064755Z
s00_preflight_01_environment,s08_descriptive_48_descriptive_analysis_addendum_20260913,run_20260913T064755Z
s00_preflight_02_treatment_readiness_evidence,s08_descriptive_48_descriptive_analysis_addendum_20260913,run_20260913T064755Z
s00_preflight_01_environment,s08_descriptive_49_descriptive_analysis_addendum_lock,run_20260913T064755Z
s00_preflight_02_treatment_readiness_evidence,s08_descriptive_49_descriptive_analysis_addendum_lock,run_20260913T064755Z
s00_preflight_01_environment,s08_descriptive_50_descriptive_stable_hashes,run_20260913T064755Z
s00_preflight_02_treatment_readiness_evidence,s08_descriptive_50_descriptive_stable_hashes,run_20260913T064755Z
