parent_artifact_id,child_artifact_id,run_id
s00_preflight_01_environment,s10_ookla_pilot_01_ookla_fixed_q2_adm1_2021_2024,run_20260913T070828Z
s00_preflight_02_treatment_readiness_evidence,s10_ookla_pilot_01_ookla_fixed_q2_adm1_2021_2024,run_20260913T070828Z
s00_preflight_01_environment,s10_ookla_pilot_02_vnnic_q2_validation_2021_2024,run_20260913T070828Z
s00_preflight_02_treatment_readiness_evidence,s10_ookla_pilot_02_vnnic_q2_validation_2021_2024,run_20260913T070828Z
s00_preflight_01_environment,s10_ookla_pilot_03_ookla_validation_partition_manifest,run_20260913T070828Z
s00_preflight_02_treatment_readiness_evidence,s10_ookla_pilot_03_ookla_validation_partition_manifest,run_20260913T070828Z
s00_preflight_01_environment,s10_ookla_pilot_04_ookla_validation_lineage,run_20260913T070828Z
s00_preflight_02_treatment_readiness_evidence,s10_ookla_pilot_04_ookla_validation_lineage,run_20260913T070828Z
s00_preflight_01_environment,s10_ookla_pilot_05_ookla_preflight,run_20260913T070828Z
s00_preflight_02_treatment_readiness_evidence,s10_ookla_pilot_05_ookla_preflight,run_20260913T070828Z
s00_preflight_01_environment,s10_ookla_pilot_06_ookla_2024q2_benchmark,run_20260913T070828Z
s00_preflight_02_treatment_readiness_evidence,s10_ookla_pilot_06_ookla_2024q2_benchmark,run_20260913T070828Z
s00_preflight_01_environment,s10_ookla_pilot_07_ookla_spatial_assignment_audit,run_20260913T070828Z
s00_preflight_02_treatment_readiness_evidence,s10_ookla_pilot_07_ookla_spatial_assignment_audit,run_20260913T070828Z
s00_preflight_01_environment,s10_ookla_pilot_08_ookla_coverage_audit,run_20260913T070828Z
s00_preflight_02_treatment_readiness_evidence,s10_ookla_pilot_08_ookla_coverage_audit,run_20260913T070828Z
s00_preflight_01_environment,s10_ookla_pilot_09_ookla_composition_audit,run_20260913T070828Z
s00_preflight_02_treatment_readiness_evidence,s10_ookla_pilot_09_ookla_composition_audit,run_20260913T070828Z
s00_preflight_01_environment,s10_ookla_pilot_10_measurement_validation_decision,run_20260913T070828Z
s00_preflight_02_treatment_readiness_evidence,s10_ookla_pilot_10_measurement_validation_decision,run_20260913T070828Z
s00_preflight_01_environment,s10_ookla_pilot_11_table_08_measurement_validation_by_year,run_20260913T070828Z
s00_preflight_02_treatment_readiness_evidence,s10_ookla_pilot_11_table_08_measurement_validation_by_year,run_20260913T070828Z
s00_preflight_01_environment,s10_ookla_pilot_12_table_09_measurement_change_concordance,run_20260913T070828Z
s00_preflight_02_treatment_readiness_evidence,s10_ookla_pilot_12_table_09_measurement_change_concordance,run_20260913T070828Z
s00_preflight_01_environment,s10_ookla_pilot_13_table_10_dispersion_source_comparison,run_20260913T070828Z
s00_preflight_02_treatment_readiness_evidence,s10_ookla_pilot_13_table_10_dispersion_source_comparison,run_20260913T070828Z
s00_preflight_01_environment,s10_ookla_pilot_14_table_11_ookla_aggregation_sensitivity,run_20260913T070828Z
s00_preflight_02_treatment_readiness_evidence,s10_ookla_pilot_14_table_11_ookla_aggregation_sensitivity,run_20260913T070828Z
s00_preflight_01_environment,s10_ookla_pilot_15_figure_10_vnnic_ookla_rank_comparison_data,run_20260913T070828Z
s00_preflight_02_treatment_readiness_evidence,s10_ookla_pilot_15_figure_10_vnnic_ookla_rank_comparison_data,run_20260913T070828Z
s00_preflight_01_environment,s10_ookla_pilot_16_figure_10_vnnic_ookla_rank_comparison,run_20260913T070828Z
s00_preflight_02_treatment_readiness_evidence,s10_ookla_pilot_16_figure_10_vnnic_ookla_rank_comparison,run_20260913T070828Z
s00_preflight_01_environment,s10_ookla_pilot_17_figure_10_vnnic_ookla_rank_comparison,run_20260913T070828Z
s00_preflight_02_treatment_readiness_evidence,s10_ookla_pilot_17_figure_10_vnnic_ookla_rank_comparison,run_20260913T070828Z
s00_preflight_01_environment,s10_ookla_pilot_18_figure_11_measurement_change_comparison_data,run_20260913T070828Z
s00_preflight_02_treatment_readiness_evidence,s10_ookla_pilot_18_figure_11_measurement_change_comparison_data,run_20260913T070828Z
s00_preflight_01_environment,s10_ookla_pilot_19_figure_11_measurement_change_comparison,run_20260913T070828Z
s00_preflight_02_treatment_readiness_evidence,s10_ookla_pilot_19_figure_11_measurement_change_comparison,run_20260913T070828Z
s00_preflight_01_environment,s10_ookla_pilot_20_figure_11_measurement_change_comparison,run_20260913T070828Z
s00_preflight_02_treatment_readiness_evidence,s10_ookla_pilot_20_figure_11_measurement_change_comparison,run_20260913T070828Z
s00_preflight_01_environment,s10_ookla_pilot_21_figure_12_dispersion_source_comparison_data,run_20260913T070828Z
s00_preflight_02_treatment_readiness_evidence,s10_ookla_pilot_21_figure_12_dispersion_source_comparison_data,run_20260913T070828Z
s00_preflight_01_environment,s10_ookla_pilot_22_figure_12_dispersion_source_comparison,run_20260913T070828Z
s00_preflight_02_treatment_readiness_evidence,s10_ookla_pilot_22_figure_12_dispersion_source_comparison,run_20260913T070828Z
s00_preflight_01_environment,s10_ookla_pilot_23_figure_12_dispersion_source_comparison,run_20260913T070828Z
s00_preflight_02_treatment_readiness_evidence,s10_ookla_pilot_23_figure_12_dispersion_source_comparison,run_20260913T070828Z
s00_preflight_01_environment,s10_ookla_pilot_24_ookla_validation_report,run_20260913T070828Z
s00_preflight_02_treatment_readiness_evidence,s10_ookla_pilot_24_ookla_validation_report,run_20260913T070828Z
s00_preflight_01_environment,s10_ookla_pilot_25_ookla_validation_limitations,run_20260913T070828Z
s00_preflight_02_treatment_readiness_evidence,s10_ookla_pilot_25_ookla_validation_limitations,run_20260913T070828Z
s00_preflight_01_environment,s10_ookla_pilot_26_ookla_validation_next_action,run_20260913T070828Z
s00_preflight_02_treatment_readiness_evidence,s10_ookla_pilot_26_ookla_validation_next_action,run_20260913T070828Z
s00_preflight_01_environment,s10_ookla_pilot_27_ookla_validation_addendum_20260913,run_20260913T070828Z
s00_preflight_02_treatment_readiness_evidence,s10_ookla_pilot_27_ookla_validation_addendum_20260913,run_20260913T070828Z
s00_preflight_01_environment,s10_ookla_pilot_28_ookla_validation_addendum_lock,run_20260913T070828Z
s00_preflight_02_treatment_readiness_evidence,s10_ookla_pilot_28_ookla_validation_addendum_lock,run_20260913T070828Z
s00_preflight_01_environment,s10_ookla_pilot_29_counter_hypotheses,run_20260913T070828Z
s00_preflight_02_treatment_readiness_evidence,s10_ookla_pilot_29_counter_hypotheses,run_20260913T070828Z
s00_preflight_01_environment,s10_ookla_pilot_30_official_methodology_record,run_20260913T070828Z
s00_preflight_02_treatment_readiness_evidence,s10_ookla_pilot_30_official_methodology_record,run_20260913T070828Z
s00_preflight_01_environment,s10_ookla_pilot_31_ookla_semantic_evidence,run_20260913T070828Z
s00_preflight_02_treatment_readiness_evidence,s10_ookla_pilot_31_ookla_semantic_evidence,run_20260913T070828Z
s00_preflight_01_environment,s10_ookla_pilot_32_ookla_validation_stable_hashes,run_20260913T070828Z
s00_preflight_02_treatment_readiness_evidence,s10_ookla_pilot_32_ookla_validation_stable_hashes,run_20260913T070828Z
