parent_artifact_id,child_artifact_id,run_id
s00_preflight_01_environment,s16_journal_edit_01_measurement_divergence_manuscript_revision_02_20260913,run_20260913T120153Z
s00_preflight_02_treatment_readiness_evidence,s16_journal_edit_01_measurement_divergence_manuscript_revision_02_20260913,run_20260913T120153Z
s00_preflight_01_environment,s16_journal_edit_02_measurement_divergence_manuscript_revision_03,run_20260913T120153Z
s00_preflight_02_treatment_readiness_evidence,s16_journal_edit_02_measurement_divergence_manuscript_revision_03,run_20260913T120153Z
s00_preflight_01_environment,s16_journal_edit_03_measurement_divergence_appendix_revision_03,run_20260913T120153Z
s00_preflight_02_treatment_readiness_evidence,s16_journal_edit_03_measurement_divergence_appendix_revision_03,run_20260913T120153Z
s00_preflight_01_environment,s16_journal_edit_04_measurement_divergence_manuscript_revision_03_changelog,run_20260913T120153Z
s00_preflight_02_treatment_readiness_evidence,s16_journal_edit_04_measurement_divergence_manuscript_revision_03_changelog,run_20260913T120153Z
s00_preflight_01_environment,s16_journal_edit_05_journal_style_edit_audit,run_20260913T120153Z
s00_preflight_02_treatment_readiness_evidence,s16_journal_edit_05_journal_style_edit_audit,run_20260913T120153Z
