parent_artifact_id,child_artifact_id,run_id
s00_preflight_01_environment,s01_inventory_01_source_inventory,run_20260913T063323Z
s00_preflight_02_treatment_readiness_evidence,s01_inventory_01_source_inventory,run_20260913T063323Z
s00_preflight_01_environment,s01_inventory_02_declared_inputs,run_20260913T063323Z
s00_preflight_02_treatment_readiness_evidence,s01_inventory_02_declared_inputs,run_20260913T063323Z
s01_inventory_01_source_inventory,s02_semantics_01_semantic_registry,run_20260913T063323Z
s01_inventory_02_declared_inputs,s02_semantics_01_semantic_registry,run_20260913T063323Z
s01_inventory_01_source_inventory,s02_semantics_02_missing_document_request,run_20260913T063323Z
s01_inventory_02_declared_inputs,s02_semantics_02_missing_document_request,run_20260913T063323Z
s01_inventory_01_source_inventory,s02_semantics_03_vnnic_semantic_decision,run_20260913T063323Z
s01_inventory_02_declared_inputs,s02_semantics_03_vnnic_semantic_decision,run_20260913T063323Z
s01_inventory_01_source_inventory,s02_semantics_04_nso_semantic_decision,run_20260913T063323Z
s01_inventory_02_declared_inputs,s02_semantics_04_nso_semantic_decision,run_20260913T063323Z
s02_semantics_01_semantic_registry,s03_geography_01_dim_province_legacy63,run_20260913T063323Z
s02_semantics_02_missing_document_request,s03_geography_01_dim_province_legacy63,run_20260913T063323Z
s02_semantics_03_vnnic_semantic_decision,s03_geography_01_dim_province_legacy63,run_20260913T063323Z
s02_semantics_04_nso_semantic_decision,s03_geography_01_dim_province_legacy63,run_20260913T063323Z
s02_semantics_01_semantic_registry,s03_geography_02_geography_gate,run_20260913T063323Z
s02_semantics_02_missing_document_request,s03_geography_02_geography_gate,run_20260913T063323Z
s02_semantics_03_vnnic_semantic_decision,s03_geography_02_geography_gate,run_20260913T063323Z
s02_semantics_04_nso_semantic_decision,s03_geography_02_geography_gate,run_20260913T063323Z
s03_geography_01_dim_province_legacy63,s04_nso_01_fact_nso_measure_candidates,run_20260913T063323Z
s03_geography_02_geography_gate,s04_nso_01_fact_nso_measure_candidates,run_20260913T063323Z
s03_geography_01_dim_province_legacy63,s04_nso_02_nso_name_crosswalk_review,run_20260913T063323Z
s03_geography_02_geography_gate,s04_nso_02_nso_name_crosswalk_review,run_20260913T063323Z
s03_geography_01_dim_province_legacy63,s04_nso_03_nso_row_exclusions,run_20260913T063323Z
s03_geography_02_geography_gate,s04_nso_03_nso_row_exclusions,run_20260913T063323Z
s03_geography_01_dim_province_legacy63,s04_nso_04_nso_structural_audit,run_20260913T063323Z
s03_geography_02_geography_gate,s04_nso_04_nso_structural_audit,run_20260913T063323Z
s03_geography_01_dim_province_legacy63,s04_nso_05_nso_official_reconciliation,run_20260913T063323Z
s03_geography_02_geography_gate,s04_nso_05_nso_official_reconciliation,run_20260913T063323Z
s03_geography_01_dim_province_legacy63,s04_nso_06_province_identifier_audit,run_20260913T063323Z
s03_geography_02_geography_gate,s04_nso_06_province_identifier_audit,run_20260913T063323Z
s03_geography_01_dim_province_legacy63,s04_nso_07_nso_official_snapshot_manifest,run_20260913T063323Z
s03_geography_02_geography_gate,s04_nso_07_nso_official_snapshot_manifest,run_20260913T063323Z
s03_geography_01_dim_province_legacy63,s04_nso_08_semantic_evidence_lineage,run_20260913T063323Z
s03_geography_02_geography_gate,s04_nso_08_semantic_evidence_lineage,run_20260913T063323Z
s04_nso_01_fact_nso_measure_candidates,s05_vnnic_01_fact_vnnic_province_month,run_20260913T063323Z
s04_nso_02_nso_name_crosswalk_review,s05_vnnic_01_fact_vnnic_province_month,run_20260913T063323Z
s04_nso_03_nso_row_exclusions,s05_vnnic_01_fact_vnnic_province_month,run_20260913T063323Z
s04_nso_04_nso_structural_audit,s05_vnnic_01_fact_vnnic_province_month,run_20260913T063323Z
s04_nso_05_nso_official_reconciliation,s05_vnnic_01_fact_vnnic_province_month,run_20260913T063323Z
s04_nso_06_province_identifier_audit,s05_vnnic_01_fact_vnnic_province_month,run_20260913T063323Z
s04_nso_07_nso_official_snapshot_manifest,s05_vnnic_01_fact_vnnic_province_month,run_20260913T063323Z
s04_nso_08_semantic_evidence_lineage,s05_vnnic_01_fact_vnnic_province_month,run_20260913T063323Z
s04_nso_01_fact_nso_measure_candidates,s05_vnnic_02_vnnic_expected_grid_missing,run_20260913T063323Z
s04_nso_02_nso_name_crosswalk_review,s05_vnnic_02_vnnic_expected_grid_missing,run_20260913T063323Z
s04_nso_03_nso_row_exclusions,s05_vnnic_02_vnnic_expected_grid_missing,run_20260913T063323Z
s04_nso_04_nso_structural_audit,s05_vnnic_02_vnnic_expected_grid_missing,run_20260913T063323Z
s04_nso_05_nso_official_reconciliation,s05_vnnic_02_vnnic_expected_grid_missing,run_20260913T063323Z
s04_nso_06_province_identifier_audit,s05_vnnic_02_vnnic_expected_grid_missing,run_20260913T063323Z
s04_nso_07_nso_official_snapshot_manifest,s05_vnnic_02_vnnic_expected_grid_missing,run_20260913T063323Z
s04_nso_08_semantic_evidence_lineage,s05_vnnic_02_vnnic_expected_grid_missing,run_20260913T063323Z
s04_nso_01_fact_nso_measure_candidates,s05_vnnic_03_vnnic_structural_audit,run_20260913T063323Z
s04_nso_02_nso_name_crosswalk_review,s05_vnnic_03_vnnic_structural_audit,run_20260913T063323Z
s04_nso_03_nso_row_exclusions,s05_vnnic_03_vnnic_structural_audit,run_20260913T063323Z
s04_nso_04_nso_structural_audit,s05_vnnic_03_vnnic_structural_audit,run_20260913T063323Z
s04_nso_05_nso_official_reconciliation,s05_vnnic_03_vnnic_structural_audit,run_20260913T063323Z
s04_nso_06_province_identifier_audit,s05_vnnic_03_vnnic_structural_audit,run_20260913T063323Z
s04_nso_07_nso_official_snapshot_manifest,s05_vnnic_03_vnnic_structural_audit,run_20260913T063323Z
s04_nso_08_semantic_evidence_lineage,s05_vnnic_03_vnnic_structural_audit,run_20260913T063323Z
s05_vnnic_01_fact_vnnic_province_month,s06_connectivity_features_01_fact_vnnic_province_month_primary,run_20260913T063323Z
s05_vnnic_02_vnnic_expected_grid_missing,s06_connectivity_features_01_fact_vnnic_province_month_primary,run_20260913T063323Z
s05_vnnic_03_vnnic_structural_audit,s06_connectivity_features_01_fact_vnnic_province_month_primary,run_20260913T063323Z
s05_vnnic_01_fact_vnnic_province_month,s06_connectivity_features_02_fact_connectivity_province_year,run_20260913T063323Z
s05_vnnic_02_vnnic_expected_grid_missing,s06_connectivity_features_02_fact_connectivity_province_year,run_20260913T063323Z
s05_vnnic_03_vnnic_structural_audit,s06_connectivity_features_02_fact_connectivity_province_year,run_20260913T063323Z
