parent_artifact_id,child_artifact_id,run_id
s06_connectivity_features_01_fact_vnnic_province_month_primary,s07_panel_01_fact_nso_primary_outcome,run_20260913T063323Z
s06_connectivity_features_02_fact_connectivity_province_year,s07_panel_01_fact_nso_primary_outcome,run_20260913T063323Z
s06_connectivity_features_01_fact_vnnic_province_month_primary,s07_panel_02_analysis_panel_2021_2024,run_20260913T063323Z
s06_connectivity_features_02_fact_connectivity_province_year,s07_panel_02_analysis_panel_2021_2024,run_20260913T063323Z
s06_connectivity_features_01_fact_vnnic_province_month_primary,s07_panel_03_analysis_panel_2021_2024_audit,run_20260913T063323Z
s06_connectivity_features_02_fact_connectivity_province_year,s07_panel_03_analysis_panel_2021_2024_audit,run_20260913T063323Z
s06_connectivity_features_01_fact_vnnic_province_month_primary,s07_panel_04_panel_merge_audit,run_20260913T063323Z
s06_connectivity_features_02_fact_connectivity_province_year,s07_panel_04_panel_merge_audit,run_20260913T063323Z
s06_connectivity_features_01_fact_vnnic_province_month_primary,s07_panel_05_panel_merge_audit,run_20260913T063323Z
s06_connectivity_features_02_fact_connectivity_province_year,s07_panel_05_panel_merge_audit,run_20260913T063323Z
s06_connectivity_features_01_fact_vnnic_province_month_primary,s07_panel_06_panel_missingness,run_20260913T063323Z
s06_connectivity_features_02_fact_connectivity_province_year,s07_panel_06_panel_missingness,run_20260913T063323Z
s06_connectivity_features_01_fact_vnnic_province_month_primary,s07_panel_07_panel_key_audit,run_20260913T063323Z
s06_connectivity_features_02_fact_connectivity_province_year,s07_panel_07_panel_key_audit,run_20260913T063323Z
s06_connectivity_features_01_fact_vnnic_province_month_primary,s07_panel_08_panel_value_audit,run_20260913T063323Z
s06_connectivity_features_02_fact_connectivity_province_year,s07_panel_08_panel_value_audit,run_20260913T063323Z
s06_connectivity_features_01_fact_vnnic_province_month_primary,s07_panel_09_panel_lineage_edges,run_20260913T063323Z
s06_connectivity_features_02_fact_connectivity_province_year,s07_panel_09_panel_lineage_edges,run_20260913T063323Z
s06_connectivity_features_01_fact_vnnic_province_month_primary,s07_panel_10_panel_construction_report,run_20260913T063323Z
s06_connectivity_features_02_fact_connectivity_province_year,s07_panel_10_panel_construction_report,run_20260913T063323Z
s06_connectivity_features_01_fact_vnnic_province_month_primary,s07_panel_11_panel_construction_next_action,run_20260913T063323Z
s06_connectivity_features_02_fact_connectivity_province_year,s07_panel_11_panel_construction_next_action,run_20260913T063323Z
